AreaName,PremisDescription,Total
Van Nuys,PRIVATE SCHOOL/PRESCHOOL,4
Van Nuys,CREDIT UNION,3
Van Nuys,PET STORE,3
Van Nuys,PROJECT/TENEMENT/PUBLIC HOUSING,3
Van Nuys,TRANSITIONAL HOUSING/HALFWAY HOUSE,3
Van Nuys,PAWN SHOP,3
Van Nuys,COLLEGE/JUNIOR COLLEGE/UNIVERSITY,3
Van Nuys,DAY CARE/ADULTS*,2
Van Nuys,MTA - ORANGE LINE - WOODMAN,2
Van Nuys,HOSPICE,2
Van Nuys,"ELECTRONICS STORE (IE:RADIO SHACK, ETC.)",2
Van Nuys,RECYCLING CENTER,2
Van Nuys,FINANCE COMPANY,2
Van Nuys,LIBRARY,2
Van Nuys,VACANT LOT,2
Van Nuys,BUS-CHARTER/PRIVATE,2
Van Nuys,VETERINARIAN/ANIMAL HOSPITAL,2
Van Nuys,ENERGY PLANT/FACILITY,1
Van Nuys,DAY CARE/CHILDREN*,1
Van Nuys,MTA - ORANGE LINE - VALLEY COLLEGE,1
Van Nuys,MTA PROPERTY OR PARKING LOT,1
Van Nuys,BEACH,1
Van Nuys,TRADE SCHOOL (MEDICAL-TECHNICAL-BUSINESS)*,1
Van Nuys,PAY PHONE,1
Van Nuys,SAVINGS & LOAN,1
Van Nuys,BANKING INSIDE MARKET-STORE *,1
Van Nuys,EQUIPMENT RENTAL,1
Van Nuys,MUNICIPAL BUS LINE INCLUDES LADOT/DASH,1
Van Nuys,BOWLING ALLEY*,1
Van Nuys,BUS STOP/LAYOVER (ALSO QUERY 124),1
Van Nuys,"VEHICLE STORAGE LOT (CARS, TRUCKS, RV'S, BOATS, TRAILERS, ETC.)",1
Van Nuys,FACTORY,1
Van Nuys,SEX ORIENTED/BOOK STORE/STRIP CLUB/GENTLEMAN'S CLUB,1
Van Nuys,"BUS DEPOT/TERMINAL, OTHER THAN MTA",1
Van Nuys,MTA - ORANGE LINE - SEPULVEDA,1
Van Nuys,RECORD-CD MUSIC/COMPUTER GAME STORE,1
Van Nuys,TELECOMMUNICATION FACILITY/LOCATION,1
Van Nuys,MOBILE HOME/TRAILERS/CONSTRUCTION TRAILERS/RV'S/MOTORHOME,1
Van Nuys,NIGHT CLUB (OPEN EVENINGS ONLY),1
Van Nuys,MTA - ORANGE LINE - WOODLEY,1
Van Nuys,DRIVE THRU*,1
Van Nuys,AMTRAK TRAIN,1
Van Nuys,ENTERTAINMENT/COMEDY CLUB (OTHER),1
Van Nuys,FOSTER HOME BOYS OR GIRLS*,1
Van Nuys,SYNAGOGUE/TEMPLE,1
Van Nuys,PUBLIC RESTROOM/OUTSIDE*,1
West LA,SINGLE FAMILY DWELLING,2425
West LA,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",1881
West LA,STREET,1450
West LA,OTHER BUSINESS,1250
West LA,GARAGE/CARPORT,536
West LA,PARKING LOT,509
West LA,SIDEWALK,411
West LA,PARKING UNDERGROUND/BUILDING,252
West LA,DEPARTMENT STORE,240
West LA,DRIVEWAY,194
West LA,RESTAURANT/FAST FOOD,194
West LA,"VEHICLE, PASSENGER/TRUCK",156
West LA,OTHER PREMISE,147
West LA,OTHER STORE,145
West LA,ALLEY,124
West LA,OTHER RESIDENCE,105
West LA,CONDOMINIUM/TOWNHOUSE,91
West LA,HOTEL,91
West LA,SHOPPING MALL (COMMON AREA),89
West LA,GAS STATION,88
West LA,MARKET,74
West LA,"PORCH, RESIDENTIAL",68
West LA,OFFICE BUILDING/OFFICE,65
West LA,BANK,57
West LA,YARD (RESIDENTIAL/BUSINESS),53
West LA,CONSTRUCTION SITE,52
West LA,PARK/PLAYGROUND,46
West LA,HEALTH SPA/GYM,43
West LA,HIGH SCHOOL,42
West LA,PUBLIC STORAGE,38
West LA,BEACH,33
West LA,DRUG STORE,30
West LA,"COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET'S, ETC.)",30
West LA,MINI-MART,29
West LA,AUTOMATED TELLER MACHINE (ATM),27
West LA,OTHER/OUTSIDE,25
West LA,NURSING/CONVALESCENT/RETIREMENT HOME,20
West LA,MAIL BOX,20
West LA,MTA BUS,19
West LA,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),19
West LA,CLOTHING STORE,18
West LA,BALCONY*,17
West LA,SYNAGOGUE/TEMPLE,16
West LA,MTA - EXPO LINE - EXPO/BUNDY,15
West LA,MEDICAL/DENTAL OFFICES,15
West LA,STORAGE SHED,14
West LA,MOTEL,12
West LA,ELEMENTARY SCHOOL,10
West LA,TRANSIENT ENCAMPMENT,10
West LA,LIBRARY,9
West LA,MTA - EXPO LINE - EXPO/SEPULVEDA,9
West LA,MTA - EXPO LINE - WESTWOOD/RANCHO PARK,7
West LA,LIQUOR STORE,7
West LA,THEATRE/MOVIE,7
West LA,JUNIOR HIGH SCHOOL,7
West LA,GOLF COURSE*,7
West LA,BUS STOP,6
West LA,AUTO REPAIR SHOP,6
West LA,"DISCOUNT STORE (99 CENT,DOLLAR,ETC.",6
West LA,BAR/COCKTAIL/NIGHTCLUB,6
West LA,GROUP HOME,6
West LA,TOBACCO SHOP,6
West LA,FREEWAY,5
West LA,APARTMENT/CONDO COMMON LAUNDRY ROOM,5
West LA,WEBSITE,5
West LA,PATIO*,5
West LA,BEAUTY/BARBER SHOP,5
West LA,"ELECTRONICS STORE (IE:RADIO SHACK, ETC.)",5
West LA,CAR WASH,4
West LA,POLICE FACILITY,4
West LA,JEWELRY STORE,4
West LA,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",4
West LA,DAY CARE/ADULTS*,4
West LA,TAXI,4
West LA,MISSIONS/SHELTERS,3
West LA,MUNICIPAL BUS LINE INCLUDES LADOT/DASH,3
West LA,CYBERSPACE,3
West LA,"VEHICLE STORAGE LOT (CARS, TRUCKS, RV'S, BOATS, TRAILERS, ETC.)",3
West LA,HOSPITAL,3
West LA,PRIVATE SCHOOL/PRESCHOOL,3
West LA,VALET,3
West LA,MOBILE HOME/TRAILERS/CONSTRUCTION TRAILERS/RV'S/MOTORHOME,3
West LA,CREDIT UNION,3
West LA,BAR/SPORTS BAR (OPEN DAY & NIGHT),3
West LA,SPECIALTY SCHOOL/OTHER,3
West LA,MEDICAL MARIJUANA FACILITIES/BUSINESSES,3
West LA,COLLEGE/JUNIOR COLLEGE/UNIVERSITY,3
West LA,MUSEUM,3
West LA,LAUNDROMAT,2
West LA,CELL PHONE STORE,2
West LA,FRAT HOUSE/SORORITY/DORMITORY,2
West LA,HIGH-RISE BUILDING,2
West LA,TUNNEL,2
West LA,"MEMBERSHIP STORE (COSTCO,SAMS CLUB)*",2
West LA,FURNITURE STORE,2
West LA,STUDIO (FILM/PHOTOGRAPHIC/MUSIC),2
West LA,ABANDONED BUILDING ABANDONED HOUSE,2
West LA,SHORT-TERM VACATION RENTAL,2
West LA,PET STORE,2
West LA,BUS-CHARTER/PRIVATE,2
West LA,VACANT LOT,2
West LA,DRIVE THRU*,2
West LA,TRADE SCHOOL (MEDICAL-TECHNICAL-BUSINESS)*,2
West LA,VETERINARIAN/ANIMAL HOSPITAL,2
West LA,BEAUTY SUPPLY STORE,2
West LA,PHARMACY INSIDE STORE OR SUPERMARKET*,2
West LA,POST OFFICE,2
West LA,NAIL SALON,2
West LA,"DELIVERY SERVICE (FED EX, UPS, COURIERS,COURIER SERVICE)*",2
West LA,HARDWARE/BUILDING SUPPLY,2
West LA,NIGHT CLUB (OPEN EVENINGS ONLY),2
West LA,GUN/SPORTING GOODS,2
West LA,NULL,2
West LA,METROLINK TRAIN,1
West LA,MTA - EXPO LINE - PALMS,1
West LA,TATTOO PARLOR*,1
West LA,CLEANER/LAUNDROMAT,1
West LA,PROJECT/TENEMENT/PUBLIC HOUSING,1
West LA,ELEVATOR,1
West LA,"BUS, SCHOOL, CHURCH",1
West LA,VISION CARE FACILITY*,1
West LA,FIRE STATION,1
West LA,"DIY CENTER (LOWE'S,HOME DEPOT,OSH,CONTRACTORS WAREHOUSE)",1
West LA,UNDERPASS/BRIDGE*,1
West LA,AIRCRAFT,1
West LA,PEDESTRIAN OVERCROSSING,1
West LA,PUBLIC RESTROOM(INDOORS-INSIDE),1
West LA,PUBLIC RESTROOM/OUTSIDE*,1
West LA,WAREHOUSE,1
West LA,"AUTO DEALERSHIP (CHEVY, FORD, BMW, MERCEDES, ETC.)",1
West LA,"SPORTS VENUE, OTHER",1
West LA,MTA PROPERTY OR PARKING LOT,1
West LA,TV/RADIO/APPLIANCE,1
West LA,STAIRWELL*,1
West LA,POOL-PUBLIC/OUTDOOR OR INDOOR*,1
West LA,MANUFACTURING COMPANY,1
West LA,ENERGY PLANT/FACILITY,1
West Valley,SINGLE FAMILY DWELLING,3063
West Valley,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",1584
West Valley,STREET,1507
West Valley,PARKING LOT,789
West Valley,"VEHICLE, PASSENGER/TRUCK",432
West Valley,OTHER BUSINESS,350
West Valley,SIDEWALK,219
West Valley,DRIVEWAY,194
West Valley,RESTAURANT/FAST FOOD,161
West Valley,MARKET,133
West Valley,GARAGE/CARPORT,132
West Valley,PARK/PLAYGROUND,117
West Valley,BANK,107
West Valley,"PORCH, RESIDENTIAL",92
West Valley,YARD (RESIDENTIAL/BUSINESS),82
West Valley,OFFICE BUILDING/OFFICE,78
West Valley,GAS STATION,77
West Valley,OTHER STORE,73
West Valley,PARKING UNDERGROUND/BUILDING,70
West Valley,HIGH SCHOOL,69
West Valley,CONDOMINIUM/TOWNHOUSE,64
West Valley,DRUG STORE,59
West Valley,HOSPITAL,54
West Valley,PUBLIC STORAGE,54
West Valley,ALLEY,49
West Valley,MINI-MART,47
West Valley,"DIY CENTER (LOWE'S,HOME DEPOT,OSH,CONTRACTORS WAREHOUSE)",43
West Valley,DEPARTMENT STORE,42
West Valley,CLOTHING STORE,41
West Valley,AUTO REPAIR SHOP,38
West Valley,MEDICAL/DENTAL OFFICES,37
West Valley,OTHER RESIDENCE,36
West Valley,HOTEL,33
West Valley,JUNIOR HIGH SCHOOL,33
West Valley,OTHER PREMISE,32
West Valley,ELEMENTARY SCHOOL,31
West Valley,LIQUOR STORE,29
West Valley,NURSING/CONVALESCENT/RETIREMENT HOME,27
West Valley,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),26
West Valley,"DISCOUNT STORE (99 CENT,DOLLAR,ETC.",26
West Valley,CELL PHONE STORE,24
West Valley,AUTOMATED TELLER MACHINE (ATM),20
West Valley,STORAGE SHED,19
West Valley,LAUNDROMAT,18
West Valley,TOBACCO SHOP,17
West Valley,TRANSPORTATION FACILITY (AIRPORT),17
West Valley,CONSTRUCTION SITE,16
West Valley,WAREHOUSE,15
West Valley,HEALTH SPA/GYM,15
West Valley,BEAUTY/BARBER SHOP,14
West Valley,MOBILE HOME/TRAILERS/CONSTRUCTION TRAILERS/RV'S/MOTORHOME,14
West Valley,MOTEL,13
West Valley,OTHER/OUTSIDE,12
West Valley,GROUP HOME,12
West Valley,BUS STOP,12
West Valley,ABANDONED BUILDING ABANDONED HOUSE,11
West Valley,MTA BUS,11
West Valley,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",11
West Valley,PHARMACY INSIDE STORE OR SUPERMARKET*,10
West Valley,GOLF COURSE*,9
West Valley,BAR/COCKTAIL/NIGHTCLUB,8
West Valley,FREEWAY,8
West Valley,"COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET'S, ETC.)",8
West Valley,TRANSITIONAL HOUSING/HALFWAY HOUSE,8
West Valley,AUTO SUPPLY STORE*,8
West Valley,PRIVATE SCHOOL/PRESCHOOL,7
West Valley,CLEANER/LAUNDROMAT,7
West Valley,POST OFFICE,7
West Valley,BEAUTY SUPPLY STORE,7
West Valley,MAIL BOX,7
West Valley,RIVER BED*,6
West Valley,TOW YARD*,6
West Valley,HARDWARE/BUILDING SUPPLY,6
West Valley,MTA - ORANGE LINE - TAMPA,6
West Valley,JEWELRY STORE,6
West Valley,MTA - ORANGE LINE - BALBOA,6
West Valley,SPECIALTY SCHOOL/OTHER,6
West Valley,NURSERY/FLOWER SHOP,6
West Valley,SHOPPING MALL (COMMON AREA),6
West Valley,POLICE FACILITY,6
West Valley,SYNAGOGUE/TEMPLE,6
West Valley,MASSAGE PARLOR,6
West Valley,"DELIVERY SERVICE (FED EX, UPS, COURIERS,COURIER SERVICE)*",6
West Valley,"MEMBERSHIP STORE (COSTCO,SAMS CLUB)*",5
West Valley,PATIO*,5
West Valley,GUN/SPORTING GOODS,5
West Valley,MEDICAL MARIJUANA FACILITIES/BUSINESSES,5
West Valley,PAWN SHOP,5
West Valley,APARTMENT/CONDO COMMON LAUNDRY ROOM,5
West Valley,DRIVE THRU*,4
West Valley,UNDERPASS/BRIDGE*,4
West Valley,COLLEGE/JUNIOR COLLEGE/UNIVERSITY,4
West Valley,"BUS DEPOT/TERMINAL, OTHER THAN MTA",4
West Valley,STUDIO (FILM/PHOTOGRAPHIC/MUSIC),4
West Valley,CAR WASH,4
West Valley,WEBSITE,4
West Valley,NAIL SALON,4
West Valley,NULL,4
West Valley,SEX ORIENTED/BOOK STORE/STRIP CLUB/GENTLEMAN'S CLUB,3
West Valley,VACANT LOT,3
West Valley,TRADE SCHOOL (MEDICAL-TECHNICAL-BUSINESS)*,3
West Valley,"AUTO DEALERSHIP (CHEVY, FORD, BMW, MERCEDES, ETC.)",3
West Valley,"ELECTRONICS STORE (IE:RADIO SHACK, ETC.)",3
West Valley,BALCONY*,3
West Valley,BUS STOP/LAYOVER (ALSO QUERY 124),2
West Valley,TRANSIENT ENCAMPMENT,2
West Valley,MTA - ORANGE LINE - WOODLEY,2
West Valley,NIGHT CLUB (OPEN EVENINGS ONLY),2
West Valley,DAY CARE/CHILDREN*,2
West Valley,"VEHICLE STORAGE LOT (CARS, TRUCKS, RV'S, BOATS, TRAILERS, ETC.)",2
West Valley,"ARCADE,GAME ROOM/VIDEO GAMES (EXAMPLE CHUCKIE CHEESE)*",2
West Valley,MTA - ORANGE LINE - RESEDA,2
West Valley,DAY CARE/ADULTS*,2
West Valley,PET STORE,2
West Valley,OPTICAL OFFICE INSIDE STORE OR SUPERMARKET*,2
West Valley,COMPUTER SERVICES/REPAIRS/SALES,2
West Valley,SINGLE RESIDENCE OCCUPANCY (SRO'S) LOCATIONS,1
West Valley,FIRE STATION,1
West Valley,BANKING INSIDE MARKET-STORE *,1
West Valley,SWAP MEET,1
West Valley,MTA PROPERTY OR PARKING LOT,1
West Valley,TUNNEL,1
West Valley,THEATRE/MOVIE,1
West Valley,POOL-PUBLIC/OUTDOOR OR INDOOR*,1
West Valley,FOSTER HOME BOYS OR GIRLS*,1
West Valley,VISION CARE FACILITY*,1
West Valley,CYBERSPACE,1
West Valley,TRAIN TRACKS,1
West Valley,BUS-CHARTER/PRIVATE,1
West Valley,"SPORTS VENUE, OTHER",1
West Valley,SAVINGS & LOAN,1
West Valley,PROJECT/TENEMENT/PUBLIC HOUSING,1
West Valley,VETERINARIAN/ANIMAL HOSPITAL,1
West Valley,EQUIPMENT RENTAL,1
West Valley,TV/RADIO/APPLIANCE,1
West Valley,GREYHOUND OR INTERSTATE BUS,1
West Valley,CREDIT UNION,1
West Valley,AIRCRAFT,1
West Valley,PEDESTRIAN OVERCROSSING,1
West Valley,BAR/SPORTS BAR (OPEN DAY & NIGHT),1
West Valley,VALET,1
West Valley,MISSIONS/SHELTERS,1
West Valley,RECORD-CD MUSIC/COMPUTER GAME STORE,1
West Valley,ENERGY PLANT/FACILITY,1
West Valley,"TERMINAL, OTHER THAN MTA",1
Wilshire,SINGLE FAMILY DWELLING,2422
Wilshire,STREET,1921
Wilshire,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",1459
Wilshire,OTHER BUSINESS,1448
Wilshire,SIDEWALK,487
Wilshire,PARKING LOT,464
Wilshire,DEPARTMENT STORE,327
Wilshire,THE GROVE,274
Wilshire,"VEHICLE, PASSENGER/TRUCK",246
Wilshire,GARAGE/CARPORT,215
Wilshire,DRIVEWAY,198
Wilshire,RESTAURANT/FAST FOOD,160
Wilshire,ALLEY,132
Wilshire,THE BEVERLY CENTER,127
Wilshire,PARKING UNDERGROUND/BUILDING,123
Wilshire,HOSPITAL,121
Wilshire,THE BEVERLY CONNECTION,115
Wilshire,OTHER STORE,115
Wilshire,OTHER PREMISE,112
Wilshire,OTHER RESIDENCE,108
Wilshire,CLOTHING STORE,83
Wilshire,MARKET,78
Wilshire,POLICE FACILITY,78
Wilshire,NIGHT CLUB (OPEN EVENINGS ONLY),68
Wilshire,OTHER/OUTSIDE,67
Wilshire,YARD (RESIDENTIAL/BUSINESS),64
Wilshire,BANK,64
Wilshire,PARK/PLAYGROUND,62
Wilshire,HOTEL,59
Wilshire,DRUG STORE,58
Wilshire,"PORCH, RESIDENTIAL",55
Wilshire,HIGH SCHOOL,50
Wilshire,GAS STATION,47
Wilshire,PUBLIC STORAGE,42
Wilshire,MTA BUS,41
Wilshire,SHOPPING MALL (COMMON AREA),37
Wilshire,OFFICE BUILDING/OFFICE,37
Wilshire,CONDOMINIUM/TOWNHOUSE,36
Wilshire,MAIL BOX,33
Wilshire,WEBSITE,33
Wilshire,NURSING/CONVALESCENT/RETIREMENT HOME,32
Wilshire,BAR/COCKTAIL/NIGHTCLUB,32
Wilshire,AUTOMATED TELLER MACHINE (ATM),32
Wilshire,"COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET'S, ETC.)",31
Wilshire,LIQUOR STORE,28
Wilshire,JUNIOR HIGH SCHOOL,25
Wilshire,BUS STOP,21
Wilshire,CONSTRUCTION SITE,19
Wilshire,MOTEL,18
Wilshire,"DIY CENTER (LOWE'S,HOME DEPOT,OSH,CONTRACTORS WAREHOUSE)",17
Wilshire,MINI-MART,17
Wilshire,"DISCOUNT STORE (99 CENT,DOLLAR,ETC.",17
Wilshire,ELEMENTARY SCHOOL,17
Wilshire,HEALTH SPA/GYM,16
Wilshire,STORAGE SHED,14
Wilshire,PATIO*,13
Wilshire,CELL PHONE STORE,13
Wilshire,MUSEUM,12
Wilshire,AUTO REPAIR SHOP,10
Wilshire,ABANDONED BUILDING ABANDONED HOUSE,10
Wilshire,LAUNDROMAT,10
Wilshire,DAY CARE/ADULTS*,9
Wilshire,NULL,9
Wilshire,BEAUTY/BARBER SHOP,9
Wilshire,CYBERSPACE,9
Wilshire,MEDICAL/DENTAL OFFICES,9
Wilshire,SYNAGOGUE/TEMPLE,9
Wilshire,CAR WASH,7
Wilshire,BALCONY*,6
Wilshire,LIBRARY,6
Wilshire,TRANSIENT ENCAMPMENT,6
Wilshire,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),6
Wilshire,STUDIO (FILM/PHOTOGRAPHIC/MUSIC),6
Wilshire,ENTERTAINMENT/COMEDY CLUB (OTHER),6
Wilshire,JEWELRY STORE,6
Wilshire,THEATRE/MOVIE,5
Wilshire,"DELIVERY SERVICE (FED EX, UPS, COURIERS,COURIER SERVICE)*",5
Wilshire,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",5
Wilshire,NAIL SALON,5
Wilshire,BEAUTY SUPPLY STORE,4
Wilshire,NURSERY/FLOWER SHOP,4
Wilshire,HIGH-RISE BUILDING,4
Wilshire,BAR/SPORTS BAR (OPEN DAY & NIGHT),4
Wilshire,MISSIONS/SHELTERS,4
Wilshire,VACANT LOT,4
Wilshire,TRANSITIONAL HOUSING/HALFWAY HOUSE,4
Wilshire,TAXI,4
Wilshire,POST OFFICE,4
Wilshire,GROUP HOME,4
Wilshire,"ELECTRONICS STORE (IE:RADIO SHACK, ETC.)",4
Wilshire,VALET,4
Wilshire,PET STORE,4
Wilshire,PHARMACY INSIDE STORE OR SUPERMARKET*,3
Wilshire,PUBLIC RESTROOM/OUTSIDE*,3
Wilshire,"MEMBERSHIP STORE (COSTCO,SAMS CLUB)*",3
Wilshire,PRIVATE SCHOOL/PRESCHOOL,3
Wilshire,APARTMENT/CONDO COMMON LAUNDRY ROOM,3
Wilshire,FURNITURE STORE,3
Wilshire,CREDIT UNION,3
Wilshire,PAY PHONE,3
Wilshire,"AUTO DEALERSHIP (CHEVY, FORD, BMW, MERCEDES, ETC.)",3
Wilshire,PAWN SHOP,3
Wilshire,MASSAGE PARLOR,3
Wilshire,SPECIALTY SCHOOL/OTHER,3
Wilshire,TOBACCO SHOP,3
Wilshire,SWAP MEET,2
Wilshire,BANKING INSIDE MARKET-STORE *,2
Wilshire,STAIRWELL*,2
Wilshire,FREEWAY,2
Wilshire,PUBLIC RESTROOM(INDOORS-INSIDE),2
Wilshire,MOBILE HOME/TRAILERS/CONSTRUCTION TRAILERS/RV'S/MOTORHOME,2
Wilshire,"BUS, SCHOOL, CHURCH",2
Wilshire,HARDWARE/BUILDING SUPPLY,1
Wilshire,BOOK STORE,1
Wilshire,AMUSEMENT PARK*,1
Wilshire,TELECOMMUNICATION FACILITY/LOCATION,1
Wilshire,MTA - BLUE LINE - PICO,1
Wilshire,AMTRAK TRAIN,1
Wilshire,SAVINGS & LOAN,1
Wilshire,ELEVATOR,1
Wilshire,SHORT-TERM VACATION RENTAL,1
Wilshire,EQUIPMENT RENTAL,1
Wilshire,CONVENTION CENTER,1
Wilshire,BEACH,1
Wilshire,TATTOO PARLOR*,1
Wilshire,POOL-PUBLIC/OUTDOOR OR INDOOR*,1
Wilshire,PROJECT/TENEMENT/PUBLIC HOUSING,1
Wilshire,BASKETBALL COURTS,1
Wilshire,DRIVE THRU BANKING (WINDOW)*,1
Wilshire,MUNICIPAL BUS LINE INCLUDES LADOT/DASH,1
Wilshire,MEDICAL MARIJUANA FACILITIES/BUSINESSES,1
Wilshire,BUS STOP/LAYOVER (ALSO QUERY 124),1
Wilshire,COLLEGE/JUNIOR COLLEGE/UNIVERSITY,1
Wilshire,FINANCE COMPANY,1
Wilshire,BUS-CHARTER/PRIVATE,1
Wilshire,DAY CARE/CHILDREN*,1
Wilshire,CATERING/ICE CREAM TRUCK,1
Wilshire,AUTO SUPPLY STORE*,1
Wilshire,AUTO SALES LOT,1
Wilshire,SEWAGE FACILITY/PIPE,1
